candidate	count	files	forms	first_source
separate class	4	3	"{""separate class"": 4}"	epub/ch06.md:151
method body	4	3	"{""method bodies"": 4}"	epub/ch06.md:220
copying	4	3	"{""copying"": 4}"	epub/ch06.md:223
single line	4	4	"{""single line"": 3, ""single lines"": 1}"	epub/ch06.md:226
different abstraction	4	2	"{""different abstraction"": 3, ""different abstractions"": 1}"	epub/ch07.md:7
different layer	4	2	"{""different layer"": 2, ""different layers"": 1, ""Different layers"": 1}"	epub/ch07.md:160
newlines	4	2	"{""newlines"": 4}"	epub/ch07.md:163
other problem	4	4	"{""other problems"": 4}"	epub/ch07.md:178
multiple variable	4	3	"{""multiple variables"": 4}"	epub/ch07.md:181
option	4	3	"{""options"": 3, ""option"": 1}"	epub/ch07.md:181
disadvantage	4	4	"{""disadvantages"": 2, ""disadvantage"": 2}"	epub/ch07.md:193
line-oriented interface	4	2	"{""line-oriented interface"": 4}"	epub/ch08.md:19
retry interval	4	1	"{""retry interval"": 4}"	epub/ch08.md:34
interval	4	1	"{""interval"": 4}"	epub/ch08.md:34
same place	4	2	"{""same place"": 4}"	epub/ch09.md:7
act	4	4	"{""act"": 4}"	epub/ch09.md:10
syntax	4	3	"{""syntax"": 4}"	epub/ch09.md:28
manipulation	4	2	"{""manipulation"": 2, ""manipulations"": 2}"	epub/ch09.md:34
logging	4	1	"{""logging"": 4}"	epub/ch09.md:202
applies	4	4	"{""applies"": 4}"	epub/ch09.md:211
small method	4	2	"{""smaller methods"": 4}"	epub/ch09.md:211
subtask	4	1	"{""subtask"": 4}"	epub/ch09.md:220
child method	4	1	"{""child method"": 4}"	epub/ch09.md:226
parent method	4	1	"{""parent method"": 4}"	epub/ch09.md:226
flow	4	2	"{""flow"": 4}"	epub/ch10.md:13
peer	4	1	"{""peers"": 1, ""peer"": 3}"	epub/ch10.md:25
particular situation	4	3	"{""particular situation"": 4}"	epub/ch10.md:145
won't	4	3	"{""won't"": 4}"	epub/ch10.md:145
likelihood	4	3	"{""likelihood"": 4}"	epub/ch10.md:184
service method	4	1	"{""service method"": 3, ""service methods"": 1}"	epub/ch10.md:214
top	4	2	"{""top"": 4}"	epub/ch10.md:235
crash recovery	4	2	"{""crash recovery"": 4}"	epub/ch10.md:241
recovery mechanism	4	1	"{""recovery mechanisms"": 3, ""recovery mechanism"": 1}"	epub/ch10.md:244
testing	4	3	"{""Testing"": 1, ""testing"": 3}"	epub/ch10.md:295
smart people	4	1	"{""smart people"": 4}"	epub/ch11.md:40
few word	4	4	"{""few words"": 3, ""fewest words"": 1}"	epub/ch13.md:142
pixel	4	2	"{""pixels"": 4}"	epub/ch13.md:166
common problem	4	4	"{""common problem"": 2, ""common problems"": 2}"	epub/ch13.md:196
count	4	2	"{""counts"": 2, ""count"": 2}"	epub/ch13.md:214
remote procedure	4	2	"{""remote procedure"": 4}"	epub/ch13.md:346
RPC	4	1	"{""RPC"": 4}"	epub/ch13.md:346
higher-level comment	4	1	"{""Higher-level comments"": 1, ""higher-level comments"": 1, ""higher-level comment"": 2}"	epub/ch13.md:349
name choice	4	1	"{""name choices"": 1, ""Name choice"": 1, ""name choice"": 2}"	epub/ch14.md:7
physical block number	4	1	"{""physical block number"": 4}"	epub/ch14.md:16
underlying entity	4	1	"{""underlying entity"": 4}"	epub/ch14.md:28
revision	4	3	"{""revisions"": 2, ""revision"": 2}"	epub/ch15.md:85
repository	4	2	"{""repository"": 4}"	epub/ch16.md:67
few example	4	3	"{""few examples"": 4}"	epub/ch17.md:16
event-driven programming	4	1	"{""event-driven programming"": 2, ""Event-driven programming"": 2}"	epub/ch18.md:199
trend	4	1	"{""trends"": 1, ""trend"": 3}"	epub/ch19.md:7
increment	4	2	"{""increments"": 3, ""increment"": 1}"	epub/ch19.md:43
system test	4	1	"{""system tests"": 3, ""System tests"": 1}"	epub/ch19.md:55
test suite	4	1	"{""test suite"": 3, ""test suites"": 1}"	epub/ch19.md:61
suite	4	1	"{""suite"": 3, ""suites"": 1}"	epub/ch19.md:61
test-driven development	4	1	"{""Test-driven development"": 2, ""test-driven development"": 2}"	epub/ch19.md:73
instruction time	4	1	"{""instruction times"": 4}"	epub/ch20.md:19
overhead	4	1	"{""overhead"": 3, ""overheads"": 1}"	epub/ch20.md:25
micro-benchmarks	4	1	"{""micro-benchmarks"": 4}"	epub/ch20.md:31
fundamental fix	4	1	"{""fundamental fix"": 4}"	epub/ch20.md:61
current code	4	2	"{""current code"": 4}"	epub/ch20.md:67
new space	4	1	"{""new space"": 4}"	epub/ch20.md:100
hypothesis	4	1	"{""hypothesis"": 4}"	epub/ch21.md:25
conversation	3	1	"{""conversation"": 2, ""conversations"": 1}"	epub/preface.md:4
development tool	3	3	"{""development tools"": 3}"	epub/preface.md:4
test coverage	3	2	"{""test coverage"": 3}"	epub/preface.md:4
david	3	2	"{""David"": 3}"	epub/preface.md:4
criterion	3	3	"{""Criteria"": 2, ""criteria"": 1}"	epub/preface.md:4
problem decomposition	3	1	"{""problem decomposition"": 2, ""Problem decomposition"": 1}"	epub/preface.md:7
CS	3	1	"{""CS"": 3}"	epub/preface.md:13
writing	3	2	"{""writing"": 3}"	epub/preface.md:13
feedback	3	1	"{""feedback"": 3}"	epub/preface.md:13
scratch	3	2	"{""scratch"": 3}"	epub/preface.md:13
interactive editor	3	2	"{""interactive editors"": 1, ""interactive editor"": 2}"	epub/preface.md:19
address	3	1	"{""address"": 3}"	epub/preface.md:28
important design	3	3	"{""important design"": 3}"	epub/preface.md:34
google	3	2	"{""Google"": 3}"	epub/preface.md:34
search	3	3	"{""search"": 3}"	epub/preface.md:37
limitation	3	2	"{""limitations"": 2, ""limitation"": 1}"	epub/ch01.md:10
complexity accumulates	3	3	"{""complexity accumulates"": 3}"	epub/ch01.md:13
accumulates	3	3	"{""accumulates"": 3}"	epub/ch01.md:13
second approach	3	3	"{""second approach"": 3}"	epub/ch01.md:22
physical system	3	1	"{""physical systems"": 3}"	epub/ch01.md:25
discipline	3	3	"{""disciplines"": 1, ""discipline"": 2}"	epub/ch01.md:25
entire system	3	3	"{""entire system"": 3}"	epub/ch01.md:25
design phase	3	3	"{""design phase"": 3}"	epub/ch01.md:25
incremental	3	2	"{""Incremental"": 2, ""incremental"": 1}"	epub/ch01.md:37
lifetime	3	3	"{""lifetime"": 3}"	epub/ch01.md:40
design alternative	3	2	"{""design alternatives"": 3}"	epub/ch01.md:43
sign	3	3	"{""signs"": 1, ""sign"": 2}"	epub/ch01.md:55
look	3	3	"{""look"": 3}"	epub/ch01.md:55
system simpler	3	3	"{""systems simpler"": 1, ""system simpler"": 2}"	epub/ch01.md:64
good choice	3	3	"{""good choices"": 2, ""better choices"": 1}"	epub/ch02.md:10
towards	3	3	"{""towards"": 3}"	epub/ch02.md:10
code work	3	2	"{""code works"": 2, ""code work"": 1}"	epub/ch02.md:19
small improvement	3	2	"{""small improvement"": 1, ""small improvements"": 2}"	epub/ch02.md:19
lesson	3	3	"{""lessons"": 1, ""lesson"": 2}"	epub/ch02.md:34
manifestation	3	1	"{""manifestations"": 3}"	epub/ch02.md:40
individual page	3	1	"{""individual pages"": 3}"	epub/ch02.md:43
great risk	3	3	"{""greater risk"": 2, ""greatest risk"": 1}"	epub/ch02.md:46
more line	3	3	"{""more lines"": 3}"	epub/ch02.md:49
darker	3	1	"{""darker"": 3}"	epub/ch02.md:52
receiver	3	2	"{""receiver"": 3}"	epub/ch02.md:70
new web site	3	1	"{""new Web site"": 3}"	epub/ch02.md:76
new error	3	3	"{""new error"": 2, ""new errors"": 1}"	epub/ch02.md:79
different purpose	3	3	"{""different purposes"": 3}"	epub/ch02.md:79
account	3	3	"{""account"": 2, ""accounts"": 1}"	epub/ch02.md:85
small chunk	3	2	"{""small chunks"": 2, ""small chunk"": 1}"	epub/ch02.md:91
big difference	3	3	"{""big difference"": 3}"	epub/ch02.md:94
accumulation	3	3	"{""accumulation"": 3}"	epub/ch02.md:100
deadline	3	2	"{""deadline"": 3}"	epub/ch03.md:19
priority	3	3	"{""priority"": 3}"	epub/ch03.md:19
dozen	3	3	"{""dozens"": 2, ""dozen"": 1}"	epub/ch03.md:22
refactor	3	3	"{""refactor"": 3}"	epub/ch03.md:25
mess	3	2	"{""mess"": 2, ""messes"": 1}"	epub/ch03.md:25
schedule	3	2	"{""schedule"": 1, ""schedules"": 2}"	epub/ch03.md:25
development organization	3	3	"{""development organization"": 2, ""development organizations"": 1}"	epub/ch03.md:31
management	3	3	"{""management"": 3}"	epub/ch03.md:31
hero	3	1	"{""heroes"": 3}"	epub/ch03.md:31
primary goal	3	2	"{""primary goal"": 3}"	epub/ch03.md:37
couple	3	2	"{""couple"": 3}"	epub/ch03.md:43
doesn't work	3	2	"{""doesn't work"": 3}"	epub/ch03.md:52
small investment	3	2	"{""small investments"": 3}"	epub/ch03.md:52
basis	3	3	"{""basis"": 3}"	epub/ch03.md:52
you're	3	3	"{""you're"": 3}"	epub/ch03.md:58
release	3	2	"{""releases"": 1, ""release"": 2}"	epub/ch03.md:70
product	3	1	"{""product"": 2, ""products"": 1}"	epub/ch03.md:73
company's	3	1	"{""company's"": 3}"	epub/ch03.md:79
clean code	3	3	"{""clean code"": 1, ""Clean Code"": 2}"	epub/ch03.md:91
crunch	3	1	"{""crunch"": 3}"	epub/ch03.md:100
important technique	3	3	"{""important techniques"": 3}"	epub/ch04.md:7
small fraction	3	2	"{""small fraction"": 3}"	epub/ch04.md:7
create	3	3	"{""create"": 3}"	epub/ch04.md:16
other form	3	3	"{""other forms"": 3}"	epub/ch04.md:16
different module	3	3	"{""different module"": 2, ""different modules"": 1}"	epub/ch04.md:19
implement	3	3	"{""implements"": 3}"	epub/ch04.md:22
splitting	3	3	"{""splitting"": 3}"	epub/ch04.md:22
informal aspect	3	2	"{""informal aspects"": 3}"	epub/ch04.md:37
module's functionality	3	3	"{""module's functionality"": 3}"	epub/ch04.md:49
database	3	2	"{""databases"": 1, ""database"": 2}"	epub/ch04.md:55
rectangle	3	1	"{""rectangle"": 3}"	epub/ch04.md:67
versus	3	3	"{""versus"": 3}"	epub/ch04.md:70
linux	3	3	"{""Linux"": 3}"	epub/ch04.md:73
deep interface	3	3	"{""deep interface"": 1, ""deeper interface"": 1, ""deepest interfaces"": 1}"	epub/ch04.md:73
simple signature	3	2	"{""simple signatures"": 1, ""simple signature"": 2}"	epub/ch04.md:73
permission	3	2	"{""permissions"": 2, ""permission"": 1}"	epub/ch04.md:91
file data	3	3	"{""file data"": 3}"	epub/ch04.md:112
garbage collector	3	1	"{""garbage collector"": 2, ""garbage collectors"": 1}"	epub/ch04.md:121
collector	3	1	"{""collector"": 2, ""collectors"": 1}"	epub/ch04.md:121
new interface	3	3	"{""new interface"": 3}"	epub/ch04.md:145
shallow	3	3	"{""Shallow"": 2, ""shallow"": 1}"	epub/ch04.md:151
class design	3	2	"{""class design"": 3}"	epub/ch04.md:157
advice	3	3	"{""advice"": 3}"	epub/ch04.md:157
multiple method	3	2	"{""multiple methods"": 3}"	epub/ch04.md:157
overall system complexity	3	3	"{""overall system complexity"": 3}"	epub/ch04.md:157
boilerplate	3	3	"{""boilerplate"": 3}"	epub/ch04.md:160
community	3	2	"{""community"": 3}"	epub/ch04.md:166
java developer	3	2	"{""Java developers"": 3}"	epub/ch04.md:166
serialized object	3	1	"{""serialized objects"": 3}"	epub/ch04.md:166
separate object	3	2	"{""separate object"": 1, ""separate objects"": 1, ""Separate objects"": 1}"	epub/ch04.md:190
most developer	3	2	"{""most developers"": 3}"	epub/ch04.md:190
important issue	3	3	"{""important issue"": 2, ""important issues"": 1}"	epub/ch04.md:199
research	3	3	"{""research"": 3}"	epub/ch04.md:202
overall behavior	3	3	"{""overall behavior"": 3}"	epub/ch04.md:202
reduces	3	3	"{""reduces"": 3}"	epub/ch05.md:37
new mechanism	3	3	"{""new mechanism"": 3}"	epub/ch05.md:37
note	3	3	"{""Note"": 2, ""note"": 1}"	epub/ch05.md:43
setter method	3	2	"{""setter methods"": 2, ""setter method"": 1}"	epub/ch05.md:43
file format	3	1	"{""file format"": 3}"	epub/ch05.md:52
that's	3	3	"{""that's"": 3}"	epub/ch05.md:70
software design course	3	2	"{""software design course"": 3}"	epub/ch05.md:76
design course	3	2	"{""design course"": 3}"	epub/ch05.md:76
web browser	3	2	"{""Web browsers"": 1, ""Web browser"": 2}"	epub/ch05.md:79
execution	3	2	"{""execution"": 3}"	epub/ch05.md:85
header line	3	2	"{""header line"": 2, ""header lines"": 1}"	epub/ch05.md:88
entire application	3	3	"{""entire application"": 3}"	epub/ch05.md:103
first line	3	3	"{""first line"": 3}"	epub/ch05.md:109
internal data	3	2	"{""internal data"": 3}"	epub/ch05.md:127
internal data structure	3	2	"{""internal data structures"": 2, ""internal data structure"": 1}"	epub/ch05.md:127
invoke	3	3	"{""invoke"": 3}"	epub/ch05.md:127
right thing	3	2	"{""right thing"": 3}"	epub/ch05.md:151
runtime	3	3	"{""runtime"": 3}"	epub/ch05.md:178
ACM	3	2	"{""ACM"": 3}"	epub/ch05.md:181
different level	3	2	"{""different levels"": 1, ""different level"": 2}"	epub/ch06.md:10
guideline	3	2	"{""guidelines"": 3}"	epub/ch06.md:13
today's	3	2	"{""today's"": 2, ""Today's"": 1}"	epub/ch06.md:22
spot	3	2	"{""spot"": 3}"	epub/ch06.md:28
user interface operation	3	2	"{""user interface operation"": 2, ""user interface operations"": 1}"	epub/ch06.md:55
interface operation	3	2	"{""interface operation"": 2, ""interface operations"": 1}"	epub/ch06.md:55
good approach	3	2	"{""better approach"": 3}"	epub/ch06.md:64
arbitrary position	3	2	"{""arbitrary position"": 2, ""arbitrary positions"": 1}"	epub/ch06.md:73
new position	3	1	"{""new position"": 3}"	epub/ch06.md:79
general-purpose text	3	1	"{""general-purpose text"": 3}"	epub/ch06.md:91
old code	3	2	"{""old code"": 3}"	epub/ch06.md:91
user interface module	3	2	"{""user interface module"": 3}"	epub/ch06.md:91
interface module	3	2	"{""interface module"": 3}"	epub/ch06.md:91
small number	3	2	"{""smaller number"": 1, ""small number"": 2}"	epub/ch06.md:91
occurrence	3	2	"{""occurrences"": 2, ""occurrence"": 1}"	epub/ch06.md:94
original version	3	3	"{""original version"": 3}"	epub/ch06.md:109
individual method	3	2	"{""individual method"": 1, ""individual methods"": 2}"	epub/ch06.md:118
thus	3	3	"{""Thus"": 3}"	epub/ch06.md:124
specialized code	3	1	"{""specialized code"": 3}"	epub/ch06.md:130
characteristic	3	2	"{""characteristics"": 3}"	epub/ch06.md:136
system code	3	3	"{""system code"": 3}"	epub/ch06.md:136
GUI editor	3	2	"{""GUI editor"": 3}"	epub/ch06.md:142
deleted text	3	1	"{""deleted text"": 3}"	epub/ch06.md:142
other thing	3	3	"{""other things"": 3}"	epub/ch06.md:145
single operation	3	3	"{""single operation"": 3}"	epub/ch06.md:187
particular kind	3	2	"{""particular kind"": 2, ""particular kinds"": 1}"	epub/ch06.md:190
new object	3	2	"{""new object"": 3}"	epub/ch06.md:190
fence	3	1	"{""fences"": 2, ""fence"": 1}"	epub/ch06.md:193
undo code	3	1	"{""undo code"": 3}"	epub/ch06.md:214
screen	3	2	"{""screen"": 3}"	epub/ch06.md:223
low layer	3	1	"{""lower layers"": 1, ""lower layer"": 1, ""lowest layer"": 1}"	epub/ch07.md:7
transport	3	3	"{""transport"": 3}"	epub/ch07.md:13
transport protocol	3	3	"{""transport protocol"": 3}"	epub/ch07.md:13
machine	3	2	"{""machine"": 1, ""machines"": 2}"	epub/ch07.md:13
similar abstraction	3	1	"{""similar abstractions"": 3}"	epub/ch07.md:16
level class	3	1	"{""level class"": 3}"	epub/ch07.md:106
C2	3	1	"{""C2"": 3}"	epub/ch07.md:121
particular method	3	3	"{""particular method"": 2, ""particular methods"": 1}"	epub/ch07.md:121
incoming	3	2	"{""incoming"": 3}"	epub/ch07.md:124
dispatch	3	2	"{""dispatch"": 2, ""dispatches"": 1}"	epub/ch07.md:124
same interface	3	2	"{""same interface"": 3}"	epub/ch07.md:127
large amount	3	2	"{""large amount"": 2, ""large amounts"": 1}"	epub/ch07.md:136
underlying class	3	1	"{""underlying class"": 3}"	epub/ch07.md:142
certificate	3	1	"{""certificates"": 2, ""certificate"": 1}"	epub/ch07.md:169
low-level method	3	2	"{""low-level method"": 3}"	epub/ch07.md:169
store	3	2	"{""stores"": 3}"	epub/ch07.md:181
global state	3	1	"{""global state"": 3}"	epub/ch07.md:181
most application	3	3	"{""Most applications"": 2, ""most applications"": 1}"	epub/ch07.md:181
particular variable	3	2	"{""particular variable"": 3}"	epub/ch07.md:193
simple implementation	3	2	"{""simple implementation"": 3}"	epub/ch08.md:7
person	3	2	"{""person"": 3}"	epub/ch08.md:13
whole line	3	2	"{""whole lines"": 3}"	epub/ch08.md:19
text interface	3	2	"{""text interface"": 2, ""text interfaces"": 1}"	epub/ch08.md:19
single object	3	2	"{""single object"": 3}"	epub/ch09.md:16
different file	3	3	"{""different files"": 2, ""different file"": 1}"	epub/ch09.md:19
substring	3	2	"{""substring"": 3}"	epub/ch09.md:34
repetition	3	3	"{""repetition"": 2, ""Repetition"": 1}"	epub/ch09.md:61
repeated code	3	1	"{""repeated code"": 3}"	epub/ch09.md:61
replacement	3	2	"{""replacement"": 3}"	epub/ch09.md:61
local variable	3	2	"{""local variables"": 3}"	epub/ch09.md:61
early design	3	3	"{""earlier design"": 1, ""earlier designs"": 1, ""early design"": 1}"	epub/ch09.md:70
different type	3	3	"{""different types"": 2, ""Different types"": 1}"	epub/ch09.md:79
next section	3	3	"{""next sections"": 1, ""next section"": 2}"	epub/ch09.md:88
first example	3	2	"{""first example"": 3}"	epub/ch09.md:88
second example	3	2	"{""second example"": 3}"	epub/ch09.md:88
mouse	3	3	"{""mouse"": 3}"	epub/ch09.md:94
boolean	3	1	"{""boolean"": 3}"	epub/ch09.md:97
logging method	3	1	"{""logging method"": 1, ""logging methods"": 2}"	epub/ch09.md:202
long method	3	2	"{""Long methods"": 1, ""Longer methods"": 1, ""longer methods"": 1}"	epub/ch09.md:211
code harder	3	3	"{""code harder"": 3}"	epub/ch09.md:214
clean abstraction	3	2	"{""clean abstractions"": 2, ""cleaner abstractions"": 1}"	epub/ch09.md:223
robert	3	2	"{""Robert"": 3}"	epub/ch09.md:247
resource	3	2	"{""resource"": 3}"	epub/ch10.md:22
redundant copy	3	1	"{""redundant copy"": 3}"	epub/ch10.md:34
more exception	3	1	"{""more exceptions"": 3}"	epub/ch10.md:37
fails	3	2	"{""fails"": 3}"	epub/ch10.md:133
tcl scripting	3	3	"{""Tcl scripting"": 3}"	epub/ch10.md:142
tcl scripting language	3	3	"{""Tcl scripting language"": 3}"	epub/ch10.md:142
scripting	3	3	"{""scripting"": 3}"	epub/ch10.md:142
simple thing	3	2	"{""simplest thing"": 3}"	epub/ch10.md:142
few exception	3	2	"{""fewer exceptions"": 2, ""few exceptions"": 1}"	epub/ch10.md:148
file deletion	3	1	"{""File deletion"": 1, ""file deletion"": 2}"	epub/ch10.md:163
second technique	3	3	"{""second technique"": 3}"	epub/ch10.md:193
masking	3	1	"{""masking"": 3}"	epub/ch10.md:193
corruption	3	2	"{""corruption"": 3}"	epub/ch10.md:193
file server	3	1	"{""file server"": 3}"	epub/ch10.md:196
hang	3	1	"{""hangs"": 1, ""hang"": 2}"	epub/ch10.md:196
xyz	3	2	"{""xyz"": 3}"	epub/ch10.md:226
quantity	3	1	"{""quantity"": 3}"	epub/ch10.md:226
record	3	3	"{""record"": 3}"	epub/ch10.md:226
more method	3	2	"{""more methods"": 3}"	epub/ch10.md:238
corrupted object	3	1	"{""corrupted object"": 3}"	epub/ch10.md:244
first place	3	3	"{""first place"": 3}"	epub/ch10.md:262
other example	3	3	"{""other examples"": 3}"	epub/ch10.md:271
whether	3	2	"{""Whether"": 3}"	epub/ch10.md:274
error condition	3	3	"{""error conditions"": 2, ""error condition"": 1}"	epub/ch10.md:292
consideration	3	2	"{""consideration"": 2, ""considerations"": 1}"	epub/ch11.md:16
ease	3	3	"{""ease"": 3}"	epub/ch11.md:16
text manipulation	3	1	"{""text manipulations"": 2, ""text manipulation"": 1}"	epub/ch11.md:31
first time	3	3	"{""first time"": 3}"	epub/ch11.md:43
important role	3	3	"{""important role"": 2, ""important roles"": 1}"	epub/ch12.md:7
many developer	3	2	"{""Many developers"": 2, ""many developers"": 1}"	epub/ch12.md:10
drudge	3	3	"{""drudge"": 3}"	epub/ch12.md:10
drudge work	3	3	"{""drudge work"": 3}"	epub/ch12.md:10
good code	3	3	"{""Good code"": 1, ""better code"": 2}"	epub/ch12.md:19
expectation	3	2	"{""expectation"": 1, ""expectations"": 2}"	epub/ch12.md:40
essential information	3	2	"{""essential information"": 3}"	epub/ch12.md:43
additional information	3	2	"{""additional information"": 3}"	epub/ch12.md:43
large change	3	2	"{""Large changes"": 1, ""large changes"": 1, ""larger changes"": 1}"	epub/ch12.md:61
key idea	3	3	"{""key ideas"": 2, ""key idea"": 1}"	epub/ch12.md:61
low-level detail	3	2	"{""low-level details"": 3}"	epub/ch12.md:73
intent	3	2	"{""intent"": 3}"	epub/ch12.md:103
what's	3	3	"{""What's"": 1, ""what's"": 2}"	epub/ch12.md:115
doxygen	3	2	"{""Doxygen"": 3}"	epub/ch13.md:19
energy	3	3	"{""energy"": 3}"	epub/ch13.md:40
code sample	3	2	"{""code sample"": 3}"	epub/ch13.md:46
notice	3	1	"{""Notice"": 3}"	epub/ch13.md:49
comment doesn't	3	1	"{""comment doesn't"": 3}"	epub/ch13.md:85
argument name	3	2	"{""argument names"": 1, ""argument name"": 2}"	epub/ch13.md:142
only thing	3	2	"{""only thing"": 3}"	epub/ch13.md:142
padding	3	1	"{""padding"": 3}"	epub/ch13.md:145
variable declaration	3	2	"{""variable declarations"": 1, ""variable declaration"": 2}"	epub/ch13.md:175
class instance	3	3	"{""class instance"": 2, ""Class instance"": 1}"	epub/ch13.md:175
class instance variable	3	3	"{""class instance variables"": 2, ""Class instance variables"": 1}"	epub/ch13.md:175
following	3	3	"{""following"": 3}"	epub/ch13.md:289
code's	3	2	"{""code's"": 3}"	epub/ch13.md:346
hard	3	2	"{""hard"": 1, ""Hard"": 2}"	epub/ch13.md:346
consequence	3	3	"{""consequence"": 1, ""consequences"": 2}"	epub/ch13.md:469
method's interface comment	3	3	"{""method's interface comment"": 3}"	epub/ch13.md:472
desired range	3	1	"{""desired range"": 3}"	epub/ch13.md:577
implementation documentation	3	3	"{""implementation documentation"": 2, ""Implementation Documentation"": 1}"	epub/ch13.md:787
different thing	3	2	"{""different things"": 3}"	epub/ch13.md:835
variable's	3	3	"{""variable's"": 3}"	epub/ch13.md:859
obvious central place	3	1	"{""obvious central place"": 3}"	epub/ch13.md:868
map	3	2	"{""maps"": 1, ""map"": 2}"	epub/ch13.md:868
other place	3	3	"{""other places"": 3}"	epub/ch13.md:868
attention	3	2	"{""attention"": 3}"	epub/ch14.md:22
name refers	3	1	"{""name refers"": 3}"	epub/ch14.md:28
start	3	3	"{""start"": 2, ""Start"": 1}"	epub/ch14.md:37
fine	3	2	"{""fine"": 3}"	epub/ch14.md:112
common usage	3	3	"{""common usages"": 1, ""common usage"": 2}"	epub/ch14.md:148
common name	3	1	"{""common name"": 3}"	epub/ch14.md:151
type information	3	1	"{""type information"": 3}"	epub/ch14.md:166
short name	3	1	"{""short name"": 2, ""short names"": 1}"	epub/ch14.md:259
complaint	3	1	"{""complaints"": 3}"	epub/ch14.md:265
unit testing	3	2	"{""unit testing"": 3}"	epub/ch15.md:10
while	3	2	"{""while"": 3}"	epub/ch15.md:22
header file	3	1	"{""header files"": 3}"	epub/ch16.md:40
minute	3	3	"{""minutes"": 3}"	epub/ch16.md:97
similar thing	3	2	"{""similar things"": 3}"	epub/ch17.md:7
similar way	3	2	"{""similar ways"": 3}"	epub/ch17.md:7
dissimilar thing	3	1	"{""dissimilar things"": 3}"	epub/ch17.md:7
same approach	3	1	"{""same approach"": 3}"	epub/ch17.md:7
style guide	3	1	"{""style guides"": 3}"	epub/ch17.md:22
guide	3	1	"{""guides"": 3}"	epub/ch17.md:22
checker	3	1	"{""checker"": 1, ""checkers"": 2}"	epub/ch17.md:46
script	3	1	"{""script"": 3}"	epub/ch17.md:52
efficiency	3	2	"{""efficiency"": 3}"	epub/ch18.md:10
nonobvious code	3	2	"{""nonobvious code"": 2, ""Nonobvious Code"": 1}"	epub/ch18.md:10
whitespace	3	1	"{""whitespace"": 3}"	epub/ch18.md:25
blank line	3	1	"{""Blank lines"": 1, ""blank line"": 1, ""blank lines"": 1}"	epub/ch18.md:109
event module	3	1	"{""event module"": 3}"	epub/ch18.md:202
heart	3	2	"{""heart"": 3}"	epub/ch19.md:19
class hierarchy	3	1	"{""class hierarchy"": 2, ""Class hierarchies"": 1}"	epub/ch19.md:25
degree	3	2	"{""degree"": 3}"	epub/ch19.md:46
engine	3	1	"{""engine"": 3}"	epub/ch19.md:67
test pas	3	1	"{""tests pass"": 2, ""test pass"": 1}"	epub/ch19.md:73
proposal	3	1	"{""proposal"": 2, ""proposals"": 1}"	epub/ch19.md:115
system performance	3	1	"{""system performance"": 3}"	epub/ch20.md:55
ideal code	3	1	"{""ideal code"": 3}"	epub/ch20.md:70
common operation	3	1	"{""common operations"": 1, ""common operation"": 2}"	epub/ch20.md:79
response message	3	1	"{""response messages"": 2, ""response message"": 1}"	epub/ch20.md:82
internal storage	3	1	"{""internal storage"": 3}"	epub/ch20.md:82
original code	3	1	"{""original code"": 3}"	epub/ch20.md:100
buffer length	3	1	"{""Buffer length"": 3}"	epub/ch20.md:118
doesn't matter	3	2	"{""doesn't matter"": 3}"	epub/ch21.md:7
pp	3	1	"{""pp"": 3}"	epub/summary.md:22
debugger	2	1	"{""debuggers"": 2}"	epub/preface.md:4
control system	2	2	"{""control systems"": 1, ""control system"": 1}"	epub/preface.md:4
test coverage tool	2	2	"{""test coverage tools"": 1, ""test coverage tool"": 1}"	epub/preface.md:4
coverage tool	2	2	"{""coverage tools"": 1, ""coverage tool"": 1}"	epub/preface.md:4
analysis	2	2	"{""analysis"": 1, ""Analysis"": 1}"	epub/preface.md:4
david parnas	2	2	"{""David Parnas"": 2}"	epub/preface.md:4
parnas	2	2	"{""Parnas"": 2}"	epub/preface.md:4
classic paper	2	2	"{""classic paper"": 2}"	epub/preface.md:4
complex problem	2	2	"{""complex problem"": 1, ""complex problems"": 1}"	epub/preface.md:7
attempt	2	2	"{""attempt"": 1, ""attempts"": 1}"	epub/preface.md:10
several people	2	2	"{""several people"": 2}"	epub/preface.md:10
great programmer	2	1	"{""great programmers"": 2}"	epub/preface.md:10
specific technique	2	2	"{""specific techniques"": 2}"	epub/preface.md:10
evidence	2	2	"{""evidence"": 2}"	epub/preface.md:10
stanford	2	2	"{""Stanford"": 2}"	epub/preface.md:13
stanford university	2	2	"{""Stanford University"": 2}"	epub/preface.md:13
draft	2	1	"{""draft"": 1, ""drafts"": 1}"	epub/preface.md:13
define	2	2	"{""Define"": 2}"	epub/preface.md:16
relate	2	2	"{""relate"": 2}"	epub/preface.md:16
presentation	2	2	"{""presentations"": 1, ""presentation"": 1}"	epub/preface.md:19
considerable amount	2	2	"{""considerable amount"": 2}"	epub/preface.md:19
understanding	2	2	"{""understanding"": 2}"	epub/preface.md:25
future edition	2	1	"{""future editions"": 2}"	epub/preface.md:25
edition	2	1	"{""editions"": 2}"	epub/preface.md:25
email address	2	1	"{""email address"": 2}"	epub/preface.md:34
google group	2	1	"{""Google Group"": 2}"	epub/preface.md:34
feel	2	2	"{""feel"": 1, ""feels"": 1}"	epub/preface.md:40
i'd	2	2	"{""I'd"": 2}"	epub/preface.md:40
criticism	2	2	"{""criticisms"": 1, ""criticism"": 1}"	epub/preface.md:43
